ID	Host_Optatus	Unrelated	IDNum	HostParents	HostParentShort	HostCommon	EggGens	EggClade	Gens	GensEvidence	Species	Species_Latin	Shape	SpeciesShort	Sex	Plumage	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent	Latitude	Longitude	Age	Source	Sampling_Year	Country	Habitat	Hap
090_CC_RED_FIN_M	1	0	090	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	17.36	16	47.47	2.834029851	180.678532	179.184046	0.991728481	27.1017798	26.84353504	0.990471299	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
091_CC_RED_FIN_M	1	0	091	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.51	13	51.78	3.703862661	148.603532	147.300164	0.991229226	22.2905298	22.05991342	0.989654065	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
092_CC_RED_FIN_M	1	0	092	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.94	13	54.82	4.066765579	141.866346	140.77089	0.992278253	21.2799519	21.09555385	0.991334659	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
093_CC_RED_FIN_M	1	1	093	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.36	13	78.06	5.607758621	147.679356	146.601996	0.992704735	22.1519034	21.96000398	0.991337114	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
094_CC_RED_FIN_M	1	1	094	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	17.32	16	59.63	3.568521843	185.418222	184.072424	0.992741824	27.8127333	27.57661804	0.991510534	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
095_CC_RED_FIN_M	1	1	095	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	P. phoenicurus	E1	gens Phoenicurus phoenicurus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.2	13	34.92	2.385245902	154.629498	153.410188	0.992114635	23.1944247	22.97393845	0.990493998	61.42	28.53	Young	Blood	2007	FIN	Forest	W1
096_CC_GRW_HUN_F	1	1	096	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	gens Acrocephalus_arundinaceus/palustris	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.46	13	116.15	8.502928258	148.801694	147.560536	0.991658979	22.3202541	22.10715858	0.990452818	47.12	19.1	Young	Blood	2007	HUN	Croplands	W7
097_CC_GRW_HUN_F	1	1	097	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	gens Acrocephalus_arundinaceus/palustris	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	13.97	11	181.79	13.60703593	147.221736	145.231712	0.986482811	22.0832604	21.74671027	0.984759944	47.12	19.1	Young	Blood	2007	HUN	Croplands	W7
098_CC_ERW_POL_M	1	1	098	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	gens Acrocephalus scirpaceus	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.08	13	267.83	18.40756014	155.301824	154.0449	0.991906573	23.2952736	23.07193634	0.990412765	51.53	17.37	Young	Blood	2003	POL	Savannas	W7
100_CC_ERW_POL_F	1	1	100	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	NA	HostParents	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.98	12	652.13	42.5394651	168.602378	167.248194	0.99196818	25.2903567	25.03700916	0.989982445	51.53	17.37	Young	Blood	2006	POL	Savannas	W4
101_CC_ERW_SPA_F	1	0	101	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	gens Sylvia/Acrocephalus	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.21	11	108.26	8.334103156	152.59456	150.565628	0.986703772	22.889184	22.50922788	0.983400189	40.73333	0.78333	Young	Blood	2004	SPA	Croplands	W7
102_CC_ERW_SPA_F	1	0	102	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	gens Sylvia/Acrocephalus	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	16.71	14	198.12	12.60305344	177.268932	175.328636	0.989054506	26.5903398	26.23169794	0.986512325	40.73333	0.78333	Young	Blood	2004	SPA	Croplands	W7
103_CC_ERW_SPA_F	1	1	103	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	gens Sylvia/Acrocephalus	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	13.22	8	192.96	18.77042802	148.635864	145.182008	0.97676297	22.2953796	21.3180111	0.956162734	40.73333	0.78333	Young	Blood	2004	SPA	Croplands	W7
104_CB_ORW_CHN_M	1	1	104	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	NA	HostParents	Common cuckoo	C. c. bakeri	22	CC	M	Missing	16.72	15	302.48	18.55705521	171.04783	169.631588	0.991720199	25.6571745	25.41249034	0.990463324	31.509501	121.962126	Young	Tissue	2012	CHN	Wetlands	W3
105_CB_ORW_CHN_F	1	1	105	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	NA	HostParents	Common cuckoo	C. c. bakeri	22	CC	F	Missing	14.96	14	98.84	6.797799175	149.939108	148.673412	0.9915586	22.4908662	22.2711477	0.990230768	31.509501	121.962126	Young	Blood	2012	CHN	Wetlands	W3
106_CB_ORW_CHN_M	1	0	106	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	NA	HostParents	Common cuckoo	C. c. bakeri	22	CC	M	Missing	14.71	13	60.39	4.2890625	148.619776	147.519288	0.992595279	22.2929664	22.10237015	0.991450386	31.509501	121.962126	Young	Blood	2012	CHN	Wetlands	W3
107_CB_ORW_CHN_M	1	1	107	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	NA	HostParents	Common cuckoo	C. c. bakeri	22	CC	M	Missing	14.72	13	36.01	2.548478415	148.092158	146.810366	0.991344633	22.2138237	21.99420168	0.990113272	31.509501	121.962126	Young	Blood	2012	CHN	Wetlands	W3
