ID	Contributor	Contributor_ID	SRA_Biosample	SRA_Accessions	Already_Released_SRA	Analysis_PopulationGenetics	Analysis_SNAPP	Analysis_GensAssociations	Analysis_GeneHunt	IDNum	Egg	EggCol	EggShape	EggOrder	HostParents	HostParentShort	HostCommon	Species	Species_Latin	Shape	SpeciesShort	Sex	Age	Source	Latitude	Longitude	CountryFull	HostColor	HostShape	Sampling_Year	GeographicGroup	GeoOrder	GeoShape	GeoColor	Haplogroup	HaplogroupColor	Habitat	AncestryA5	AncestryColor	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent
164_CC_ORW_CHN_M	Liang Wei	B26	SAMN18520245	SRR14086874,SRR14086873	Unreleased	1	0	1	0	164	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.8	12	19.38	1.472644377	140.105688	138.841156	0.990974442	21.0158532	20.77857518	0.98870957
169_CC_ORW_CHN_M	Liang Wei	B5	SAMN18520250	SRR14086843,SRR14086842	Unreleased	1	0	1	0	169	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	47.45	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	12.34	12	15.05	1.273265651	137.519284	136.51916	0.992727391	20.6278926	20.417108	0.989781574
175_CC_ORW_CHN_M	Liang Wei	B47	SAMN18520256	SRR14086857,SRR14086856	Unreleased	1	0	1	0	175	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	47.48333333	124.4666667	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	12.52	12	25.53	2.115161558	137.664434	136.812236	0.993809599	20.6496651	20.4767044	0.991624043
182_CB_GBC_CHN_M	Liang Wei	B65	SAMN18520263	SRR14086832	Unreleased	1	0	1	0	182	ECC1	#88CCEE	21	1	Saxicola_ferreus	S. ferreus	Grey Bushchat	Common cuckoo	C. c. bakeri	21	CC	M	Young	Blood	26.16666667	105.4	China	#3E9BFEFF	18	2020	GCC14	14	24	#990000	MCC2	#1F78B4	Edge	ACC1	#D9D9D9	15.34	14	107.71	7.262980445	156.465892	154.979786	0.990502045	23.4698838	23.20509196	0.988717803
183_CB_OMR_CHN_M	Liang Wei	B76	SAMN18520264	SRR14086826	Unreleased	1	0	0	0	183	NA	NA	8	16	Copsychus_saularis	Co. saularis	Oriental Magpie-Robin	Common cuckoo	C. c. bakeri	21	CC	M	Young	Blood	26.16666667	105.4	China	#3E9BFEFF	15	2019	GCC14	14	24	#990000	MCC3	#B2DF8A	Edge	ACC1	#D9D9D9	15.42	14	38.01	2.51888668	154.813634	153.55104	0.991844426	23.2220451	22.98763931	0.989905894
184_CC_IBS_CHN_F	Liang Wei	B2020-11	SAMN18520265	SRR14086816,SRR14086805	Unreleased	1	1	1	0	184	ECC5	 #E69F00	22	5	Lanius_isabellinus	L. isabellinus	Isabelline Shrike	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.28333333	87.86666667	China	#E1DD37FF	15	2020	GCC9	9	24	#E74E00	MCC5	#FB9A99	Savannas	ACC4	#636363	13.58	13	59.74	4.529188779	142.303834	141.359662	0.993365098	21.3455751	21.1583536	0.991229025
185_CB_OMR_CHN_F	Liang Wei	B74	SAMN18520266	SRR14086828	Unreleased	1	1	1	0	185	ECC5	 #E69F00	22	5	Copsychus_saularis	Co. saularis	Oriental Magpie-Robin	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	26.16666667	105.4	China	#3E9BFEFF	15	2019	GCC14	14	24	#990000	MCC3	#B2DF8A	Edge	ACC1	#D9D9D9	16.2	15	37.05	2.330188679	163.49991	162.23907	0.992288436	24.5249865	24.28754865	0.990318533
186_CC_ORW_CHN_F	Liang Wei	B18	SAMN18520267	SRR14086860,SRR14086849	Unreleased	1	1	1	1	186	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	12.47	12	44.17	3.66252073	139.383608	138.313046	0.992319312	20.9075412	20.68096996	0.989163181
188_CC_ORW_CHN_F	Liang Wei	B24	SAMN18520269	SRR14086877	Unreleased	1	1	1	1	188	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.89	12	40.26	2.997766195	141.026906	139.692406	0.990537267	21.1540359	20.90605635	0.988277435
189_CC_ORW_CHN_F	Liang Wei	B22	SAMN18520270	SRR14086878	Unreleased	1	1	1	1	189	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.17	11	7.24	0.574603175	132.679592	131.50617	0.991155972	19.9019388	19.68136948	0.988917194
193_CC_ORW_CHN_F	Liang Wei	B81	SAMN18520274	SRR14086817,SRR14086815	Unreleased	1	1	1	1	193	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.36666667	124.35	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	17.86	16	50.31	2.883094556	179.945934	178.225568	0.990439539	26.9918901	26.65056726	0.987354615
194_CC_ORW_CHN_F	Liang Wei	B89	SAMN18520275	SRR14086801,SRR14086800	Unreleased	1	1	1	1	194	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.43333333	124.4166667	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.31	12	41.88	3.224018476	140.639526	139.53977	0.992180321	21.0959289	20.86938132	0.989261076
195_CC_ORW_CHN_F	Liang Wei	B90	SAMN18520276	SRR14086797,SRR14086796	Unreleased	1	1	1	1	195	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.36666667	124.35	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	12.83	12	27.66	2.214571657	138.411526	137.305438	0.9920087	20.7617289	20.5248517	0.98859068
196_CC_ORW_CHN_F	Liang Wei	B45	SAMN18520277	SRR14086858	Unreleased	1	1	1	1	196	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.4	124.3833333	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	14.68	14	19.63	1.389242746	152.517828	151.331956	0.992224699	22.8776742	22.65994305	0.990482811
197_CC_ORW_CHN_F	Liang Wei	B80	SAMN18520278	SRR14086819,SRR14086818	Unreleased	1	1	1	1	197	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.45	124.4333333	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	17.88	17	62.85	3.603784404	180.37233	179.067194	0.992764212	27.0558495	26.78618785	0.990033148
199_CC_ORW_CHN_F	Liang Wei	B13	SAMN18520280	SRR14086785,SRR14086871	Unreleased	1	1	1	1	199	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.4	124.3833333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	13.42	13	8.03	0.619121049	143.855796	142.900294	0.993357918	21.5783694	21.36627763	0.990171094
200_CC_ORW_CHN_F	Liang Wei	B2	SAMN18520281	SRR14086872,SRR14086870	Unreleased	1	1	1	1	200	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.41666667	124.4	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	12.7	12	42.09	3.424735557	138.753998	137.738492	0.992681249	20.8130997	20.60095224	0.989807022
202_CC_ORW_CHN_F	Liang Wei	B42	SAMN18520283	SRR14086863,SRR14086862	Unreleased	1	1	1	1	202	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.36666667	124.35	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.14	12	34.37	2.695686275	144.830724	143.89398	0.993532146	21.7246086	21.53738537	0.991381975
205_CC_ORW_CHN_F	Liang Wei	B49	SAMN18520286	SRR14086855,SRR14086854	Unreleased	1	1	1	1	205	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.7	124.6833333	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.32	13	51.38	3.992229992	143.771436	142.822906	0.993402514	21.5657154	21.37331436	0.991078383
206_CC_ORW_CHN_F	Liang Wei	B93	SAMN18520287	SRR14086791	Unreleased	1	1	1	1	206	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.36666667	124.35	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	11.95	11	64.19	5.61592301	136.726784	135.775202	0.993040266	20.5090176	20.30431223	0.990018763
207_CC_ORW_CHN_F	Liang Wei	B3	SAMN18520288	SRR14086867,SRR14086866	Unreleased	1	1	1	1	207	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.41666667	124.4	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	12.77	12	20.09	1.637326813	140.626438	139.698012	0.993397927	21.0939657	20.89635926	0.990632087
208_CC_ORW_CHN_F	Liang Wei	B88	SAMN18520289	SRR14086803,SRR14086802	Unreleased	1	1	1	1	208	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.36666667	124.35	China	#3E9BFEFF	16	2018	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.34	13	86.97	6.752329193	143.703058	142.804466	0.993746883	21.5554587	21.37849083	0.991790113
215_CB_GBC_CHN_F	Liang Wei	B66	SAMN18520296	SRR14086831	Unreleased	1	1	1	1	215	ECC1	#88CCEE	21	1	Saxicola_ferreus	S. ferreus	Grey Bushchat	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	26.16666667	105.4	China	#3E9BFEFF	18	2020	GCC14	14	24	#990000	MCC2	#1F78B4	Edge	ACC1	#D9D9D9	14.32	12	74.6	5.425454545	144.595588	143.402716	0.991750288	21.6893382	21.45524935	0.989207192
216_CB_GBC_CHN_F	Liang Wei	B63	SAMN18520297	SRR14086835,SRR14086834	Unreleased	1	1	1	1	216	ECC1	#88CCEE	21	1	Saxicola_ferreus	S. ferreus	Grey Bushchat	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	26.16666667	105.4	China	#3E9BFEFF	18	2020	GCC14	14	24	#990000	MCC2	#1F78B4	Edge	ACC1	#D9D9D9	17.34	16	86.32	5.116775341	182.808058	181.295904	0.991728187	27.4212087	27.1314442	0.989432833
217_CB_ASC_CHN_F	Liang Wei	B61	SAMN18520298	SRR14086839	Unreleased	1	0	0	0	217	NA	NA	8	16	Saxicola_maurus	S. maurus	Siberian Stonechat	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	26.16666667	105.4	China	#30123BFF	15	2020	GCC14	14	24	#990000	MCC3	#B2DF8A	Edge	ACC1	#D9D9D9	13.41	12	29.53	2.35111465	138.160284	137.00894	0.991666607	20.7240426	20.51385525	0.989857802
218_CC_IBS_CHN_M	Liang Wei	B2020-2	SAMN18521654	SRR14088484,SRR14088473	Unreleased	1	0	1	0	218	ECC6	#D55E00	23	6	Lanius_isabellinus	L. isabellinus	Isabelline Shrike	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	44.28333333	87.86666667	China	#E1DD37FF	15	2020	GCC9	9	24	#E74E00	MCC5	#FB9A99	Savannas	ACC4	#636363	13.35	12	1415.01	114.8547078	138.190028	135.05039	0.977280285	20.7285042	20.22197996	0.975563879
225_CC_IBS_CHN_F	Liang Wei	B2020-5	SAMN18521661	SRR14088465	Unreleased	1	0	0	0	225	NA	NA	8	16	Lanius_isabellinus	L. isabellinus	Isabelline Shrike	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.28333333	87.86666667	China	#E1DD37FF	15	2020	GCC9	9	24	#E74E00	MCC5	#FB9A99	Savannas	ACC4	#636363	14.03	13	1004.43	78.40983607	154.122902	145.436998	0.943643003	23.1184353	21.77535497	0.941904359
230_CB_ASC_CHN_M	Liang Wei	B73	SAMN18521666	SRR14088491	Unreleased	1	0	1	0	230	ECC1	#88CCEE	21	1	Saxicola_maurus	S. maurus	Siberian Stonechat	Common cuckoo	C. c. bakeri	21	CC	M	Young	Tissue	26.16666667	105.4	China	#30123BFF	15	2019	GCC14	14	24	#990000	MCC2	#1F78B4	Edge	ACC1	#D9D9D9	13.95	12	14952.95	1223.645663	177.159774	175.709404	0.991813209	26.5739661	25.97834173	0.977586169
231_CC_ORW_CHN_F	Liang Wei	B28	SAMN18521667	SRR14088505,SRR14088504	Unreleased	1	1	1	1	231	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	13.51	13	850.85	66.73333333	141.339638	140.43702	0.993613837	21.2009457	21.03192283	0.992027579
232_CC_ORW_CHN_M	Liang Wei	B27	SAMN18521668	SRR14088506	Unreleased	1	0	1	0	232	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	46.23333333	124.4333333	China	#3E9BFEFF	16	2020	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	12.58	12	1352.42	117.2957502	132.890756	129.564924	0.974973188	19.9336134	19.40494754	0.973478674
238_CC_ORW_CHN_F	Liang Wei	B48	SAMN18521674	SRR14088481,SRR14088480	Unreleased	1	1	1	1	238	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.6	124.5833333	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	12.62	12	676.6	58.93728223	137.259358	131.689112	0.959418097	20.5889037	19.71702032	0.957652753
240_CC_ORW_CHN_M	Liang Wei	B44	SAMN18521676	SRR14088499,SRR14088498	Unreleased	1	0	1	0	240	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	47.65	124.6333333	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	14.62	14	852.26	61.05014327	141.58812	139.34272	0.984141325	21.238218	20.86472059	0.982413901
242_CC_ORW_CHN_F	Liang Wei	B52	SAMN18521678	SRR14088476,SRR14088475,SRR14088474	Unreleased	1	1	1	1	242	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.61666667	124.6	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Savannas	ACC2	#BDBDBD	12.31	11	2841.17	249.2254386	135.679858	129.65649	0.955606027	20.3519787	19.38015708	0.952249281
244_CC_ORW_CHN_M	Liang Wei	B50	SAMN18521680	SRR14088479	Unreleased	1	0	1	0	244	ECC6	#D55E00	23	6	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	47.58333333	124.5666667	China	#3E9BFEFF	16	2019	GCC11	11	21	#C82F00	MCC3	#B2DF8A	Croplands	ACC2	#BDBDBD	10.38	9	1275.33	133.6823899	132.887836	113.32446	0.852782793	19.9331754	16.97737763	0.851714656
250_CC_MWB_RUS_M	Gennadiy Bachurin	Cc-013	SAMN18559696	SRR14117656	Unreleased	1	0	0	0	250	ECC11	 #117733	22	11	Emberiza_cioides	E. cioides	Meadow Bunting	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	43.95	131.5333	Russia	#F05B12FF	17	2018	GCC11	11	21	#C82F00	MCC6	#E31A1C	Savannas	ACC3	#969696	9.03	9	2867.89	345.5289157	98.605034	98.027236	0.994140279	14.7907551	14.68845212	0.993083316
252_CC_SRT_RUS_F	Swetlana Meshcheryagina	Cc-007.3	SAMN18559698	SRR14117526	Unreleased	1	1	1	1	252	ECC1	#88CCEE	21	1	Carpodacus_erythrinus	Ca. erythrinus	Common Rosefinch	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	62.28333	88.96667	Russia	#46F884FF	18	2020	GCC9	9	24	#E74E00	MCC2	#1F78B4	Forest	ACC4	#636363	13.85	13	24.93	1.838495575	149.336388	148.268398	0.992848428	22.4004582	22.20493266	0.99127136
255_CC_SRT_RUS_M	Swetlana Meshcheryagina	Cc-008	SAMN18559701	SRR14117669	Unreleased	1	0	1	0	255	ECC1	#88CCEE	21	1	Calliope_calliope	C. calliope	Siberian Rubythroat	Common cuckoo	C. c. canorus	21	CC	M	Young	Feather	62.28333	88.96667	Russia	#7A0403FF	16	2017	GCC9	9	24	#E74E00	MCC2	#1F78B4	Forest	ACC4	#636363	13.39	12	641.34	51.3072	143.459106	142.215898	0.99133406	21.5188659	21.28117269	0.988954194
256_CC_SRT_RUS_F	Swetlana Meshcheryagina	Cc-018	SAMN18559702	SRR14117623,SRR14117622	Unreleased	1	1	1	1	256	ECC1	#88CCEE	21	1	Luscinia_svecica	Lu. svecica	Bluethroat	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	62.28333	88.96667	Russia	#E1DD37FF	16	2018	GCC9	9	24	#E74E00	MCC2	#1F78B4	Forest	ACC4	#636363	13.51	12	505.11	40.86650485	135.571698	133.960142	0.988112888	20.3357547	20.04914493	0.985906116
259_CC_SRT_RUS_F	Gennadiy Bachurin	MIM 176	SAMN18559705	SRR14117577,SRR14117576	Unreleased	1	1	1	1	259	ECC1	#88CCEE	21	1	Larvivora_sibilans	La. sibilans	Rufous-tailed Robin	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	51.31667	143.2333	Russia	#3E9BFEFF	17	2010	GCC12	12	22	#B81F00	MCC2	#1F78B4	Savannas	ACC3	#969696	12.9	12	702.54	57.67980296	137.881	137.109998	0.994408207	20.68215	20.53513551	0.992891721
260_CC_SRT_RUS_F	Gennadiy Bachurin	MIM 160	SAMN18559706	SRR14117679,SRR14117678	Unreleased	1	1	1	1	260	ECC1	#88CCEE	21	1	Calliope_calliope	C. calliope	Siberian Rubythroat	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	51.03333	142.7833	Russia	#7A0403FF	16	2010	GCC12	12	22	#B81F00	MCC2	#1F78B4	Savannas	ACC3	#969696	13.8	13	1011.74	79.79022082	143.56112	142.864474	0.995147391	21.534168	21.38372638	0.993013818
261_CC_BFB_RUS_F	Gennadiy Bachurin	MIM 213	SAMN18559707	SRR14117666	Unreleased	1	1	1	0	261	ECC9	#009E73	23	9	Emberiza_spodocephala	E. spodocephala	Black-faced Bunting	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	46.85	142.7	Russia	#7A0403FF	15	2010	GCC12	12	22	#B81F00	MCC6	#E31A1C	Savannas	ACC3	#969696	10.14	10	1525.17	158.0487047	108.969054	108.292516	0.993791467	16.3453581	16.22277508	0.992500438
262_CC_BFB_RUS_M	Gennadiy Bachurin	Cc-003	SAMN18559708	SRR14117701	Unreleased	1	0	1	0	262	ECC9	#009E73	23	9	Emberiza_spodocephala	E. spodocephala	Black-faced Bunting	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	50.81667	142.6333	Russia	#7A0403FF	15	2017	GCC12	12	22	#B81F00	MCC6	#E31A1C	Savannas	ACC3	#969696	11.18	11	3388.95	330.3070175	122.766452	122.029136	0.993994157	18.4149678	18.28580784	0.992986142
264_CC_DRD_RUS_M	Gennadiy Bachurin	Cc-014	SAMN18559710	SRR14117699	Unreleased	1	0	1	0	264	ECC4	#332288	21	4	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	43.96667	131.4667	Russia	#30123BFF	16	2018	GCC11	11	21	#C82F00	MCC2	#1F78B4	Savannas	ACC3	#969696	9.67	9	2113.95	264.5744681	106.425664	105.219198	0.988663768	15.9638496	15.74208103	0.986108077
267_CC_DRD_RUS_M	Gennadiy Bachurin	Cc-012	SAMN18559713	SRR14117694,SRR14117692	Unreleased	1	0	1	0	267	ECC4	#332288	21	4	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	Common cuckoo	C. c. canorus	21	CC	M	Young	Feather	43.96667	131.45	Russia	#30123BFF	16	2019	GCC11	11	21	#C82F00	MCC2	#1F78B4	Savannas	ACC3	#969696	13.23	12	973.2	77.6076555	139.786548	138.38345	0.989962568	20.9679822	20.7119762	0.987790623
269_CC_TBW_RUS_F	Gennadiy Bachurin	Cc-009	SAMN18559715	SRR14117690	Unreleased	1	1	1	1	269	ECC10	 #44AA99	21	10	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.73333	132.7833	Russia	#E1DD37FF	18	2018	GCC11	11	21	#C82F00	MCC7	#33A02C	Edge	ACC3	#969696	10.71	10	4292.55	438.0153061	106.430838	105.798034	0.994054317	15.9646257	15.84102244	0.992257679
270_CC_TBW_RUS_F	Gennadiy Bachurin	Cc-010	SAMN18559716	SRR14117689	Unreleased	1	1	1	1	270	ECC10	 #44AA99	21	10	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.75	132.7833	Russia	#E1DD37FF	18	2018	GCC11	11	21	#C82F00	MCC7	#33A02C	Savannas	ACC3	#969696	14.71	14	1458.18	104.1557143	158.31066	157.38538	0.994155289	23.746599	23.56917454	0.992528426
272_CC_TBW_RUS_F	Gennadiy Bachurin	Cc-022	SAMN18559718	SRR14117687	Unreleased	1	1	1	1	272	ECC10	 #44AA99	21	10	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.73333	132.7833	Russia	#E1DD37FF	18	2019	GCC11	11	21	#C82F00	MCC7	#33A02C	Edge	ACC3	#969696	11.36	11	4505.41	436.5707364	113.726422	113.147698	0.994911262	17.0589633	16.95231799	0.993748429
273_CC_TBW_RUS_F	Gennadiy Bachurin	Cc-023	SAMN18559719	SRR14117686	Unreleased	1	1	1	1	273	ECC10	 #44AA99	21	10	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	44.73333	132.7833	Russia	#E1DD37FF	18	2019	GCC11	11	21	#C82F00	MCC7	#33A02C	Edge	ACC2	#BDBDBD	11.13	10	1453.9	139.1291866	111.450994	110.762668	0.993823958	16.7176491	16.58639161	0.992148568
274_CC_UNK_BLR_M	Yaroslav Red’kin	GVV 112	SAMN18559720	SRR14117685	Unreleased	1	0	0	0	274	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	NA	Tissue	53.96667	27.46667	Belarus	NA	NA	2010	GCC6	6	21	#FF892F	MCC7	#33A02C	NA	ACC4	#636363	10.89	10	2037.83	206.049545	116.66796	115.873714	0.993192253	17.500194	17.34575945	0.991175266
275_CC_UNK_RUS_M	Yaroslav Red’kin	SKY 183	SAMN18559721	SRR14117559	Unreleased	1	0	0	0	275	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	46.51667	48.43333	Russia	NA	NA	2003	GCC7	7	22	#FF710F	MCC5	#FB9A99	NA	ACC4	#636363	11.08	10	1172.75	116.2289395	117.37655	115.561158	0.984533606	17.6064825	17.27649891	0.981257835
276_CC_UNK_RUS_F	Yaroslav Red’kin	R-132584	SAMN18559722	SRR14117557	Unreleased	1	0	0	0	276	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	62.53333	177.05	Russia	NA	NA	2014	GCC13	13	23	#A80F00	MCC2	#1F78B4	NA	ACC3	#969696	13.48	11	3190.62	250.8349057	149.418784	147.954368	0.990199251	22.4128176	22.12780512	0.987283505
277_CC_UNK_RUS_F	Yaroslav Red’kin	R-138170	SAMN18559723	SRR14117555,SRR14117554	Unreleased	1	0	0	0	277	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	62.43333	176.6167	Russia	NA	NA	2017	GCC13	13	23	#A80F00	MCC2	#1F78B4	NA	ACC3	#969696	13.44	13	42.79	3.332554517	137.162782	136.338928	0.993993604	20.5744173	20.41858724	0.992426028
278_CC_UNK_RUS_F	Yaroslav Red’kin	R-127059	SAMN18559724	SRR14117553	Unreleased	1	0	0	0	278	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	55.83333	37.73333	Russia	NA	NA	2003	GCC7	7	22	#FF710F	MCC7	#33A02C	NA	ACC4	#636363	13.58	11	662.47	52.95523581	141.365706	139.852306	0.989294433	21.2048559	20.90506384	0.985862103
