ID	Contributor	Contributor_ID	SRA_Biosample	SRA_Accessions	Already_Released_SRA	Analysis_PopulationGenetics	Analysis_SNAPP	Analysis_GensAssociations	Analysis_GeneHunt	IDNum	Egg	EggCol	EggShape	EggOrder	HostParents	HostParentShort	HostCommon	Species	Species_Latin	Shape	SpeciesShort	Sex	Age	Source	Latitude	Longitude	CountryFull	HostColor	HostShape	Sampling_Year	GeographicGroup	GeoOrder	GeoShape	GeoColor	Haplogroup	HaplogroupColor	Habitat	AncestryA5	AncestryColor	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent
050_CM_DGO_BGD_F	Frode Fossøy & Bård Stokke	N932	SAMN14427371	SRR11394267,SRR11394265,SRR11394264	Unreleased	0	1	0	0	050	NA	NA	8	16	Unknown	NA	NA	Indian cuckoo	C. micropterus	4	CM	F	NA	Blood	23.8666	92.26666	Bangladesh	NA	NA	NA	NA	NA	NA	NA	CM	black	NA	NA	NA	15.85	16	97.24	6.158328056	195.010842	188.600694	0.967129274	19.69609504	19.03924151	0.966650571
307_CM_BSK_RUS_F	Swetlana Meshcheryagina	Cm-004	SAMN18559753	SRR14117631	Released	0	1	0	0	307	NA	NA	8	16	Unknown	NA	NA	Indian cuckoo	C. micropterus	4	CM	F	Adult	Tissue	42.48333	130.65	Russia	NA	NA	2015	NA	NA	NA	NA	CM	black	NA	NA	NA	10.81	9	8337.04	976.234192	117.943304	116.76331	0.989995244	17.6914956	17.21338548	0.972975144
308_CM_BSK_RUS_F	Gennadiy Bachurin	Cm-005	SAMN18559754	SRR14117630	Released	0	1	0	0	308	NA	NA	8	16	Unknown	NA	NA	Indian cuckoo	C. micropterus	4	CM	F	Young	Tissue	42.48333	130.6333	Russia	NA	NA	2016	NA	NA	NA	NA	CM	black	NA	NA	NA	10.44	10	1083.64	131.350303	108.464024	107.92205	0.995003191	16.2696036	16.13169548	0.991523572
386_CP_MBW_RUS_M	Yaroslav Red’kin	RYA 762	SAMN18559832	SRR14117570,SRR14117569	Unreleased	0	0	0	0	386	NA	NA	8	16	Unknown	Outgroup	NA	Lesser cuckoo	C. poliocephalus	8	CP	M	Adult	Tissue	42.45	130.6333	Russia	black	8	2002	NA	NA	NA	NA	CP	black	NA	NA	NA	13.32	11	721.92	58.36054972	140.05925	138.323816	0.987609287	21.0088875	20.66785466	0.983767211
387_CP_MBW_RUS_F	Gennadiy Bachurin	Cp-001	SAMN18559833	SRR14117568,SRR14117567	Released	0	1	0	0	387	NA	NA	8	16	Unknown	Outgroup	NA	Lesser cuckoo	C. poliocephalus	8	CP	F	Adult	Tissue	42.51667	130.6667	Russia	black	8	2014	NA	NA	NA	NA	CP	black	NA	NA	NA	13.6	12	1768.05	136.0038462	139.723224	138.300146	0.989815022	20.9584836	20.70705249	0.988003373
309_CO_ACW_RUS_F	Swetlana Meshcheryagina	Co-015	SAMN18559755	SRR14117629	Migration	1	1	1	1	309	ECO3	 #AA4499 	22	14	Phylloscopus borealis	Ph. borealis	Arctic Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Embryo	62.28333	88.96667	Russia	#440154FF	24	2016	GCO3	17	23	#9ECAE1	MCO1	#B15928	NA	ACO5	#4A1486	10.48	9	472.17	51.10064935	111.064628	109.871414	0.98925658	16.6596942	16.37171471	0.982713999
310_CO_ACW_RUS_F	Swetlana Meshcheryagina	Co-018.3	SAMN18559756	SRR14117628,SRR14117626	Released	1	1	1	1	310	ECO3	 #AA4499 	22	14	Phylloscopus borealis	Ph. borealis	Arctic Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Blood	62.28333	88.96667	Russia	#440154FF	24	2020	GCO3	17	23	#9ECAE1	MCO1	#B15928	NA	ACO5	#4A1486	14.47	14	41.88	2.955539873	145.01777	144.056712	0.993372826	21.7526655	21.58258285	0.992181066
311_CO_ACW_RUS_F	Swetlana Meshcheryagina	Co-017.4	SAMN18559757	SRR14117625	Released	1	1	1	1	311	ECO3	 #AA4499 	22	14	Phylloscopus borealis	Ph. borealis	Arctic Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Heart	62.28333	88.96667	Russia	#440154FF	24	2017	GCO3	17	23	#9ECAE1	MCO4	#CAB2D6	NA	ACO4	#6A51A3	9.54	9	1553.72	180.8754366	97.574648	96.90954	0.993183598	14.6361972	14.49237931	0.990173821
316_CO_ACW_RUS_F	Swetlana Meshcheryagina	13	SAMN18559762	SRR14117532	Migration	1	1	1	1	316	ECO3	 #AA4499 	22	14	Phylloscopus borealis	Ph. borealis	Arctic Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Muscle	53.16667	158.4167	Russia	#440154FF	24	2009	GCO7	21	22	#084594	MCO4	#CAB2D6	NA	ACO4	#6A51A3	8.95	7	1274.86	172.7452575	92.139072	91.403536	0.992017111	13.8208608	13.57677345	0.982339208
317_CO_SCC_RUS_F	Swetlana Meshcheryagina	Co-016.2	SAMN18559763	SRR14117531,SRR14117529	Released	1	1	1	1	317	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Adult	Growing Feather	62.28333	88.96667	Russia	#31688EFF	24	2017	GCO3	17	23	#9ECAE1	MCO4	#CAB2D6	NA	ACO5	#4A1486	14.36	13	773.17	56.51827485	144.972804	143.899666	0.99259766	21.7459206	21.5382668	0.990450908
318_CO_SCC_RUS_F	Swetlana Meshcheryagina	Co-028	SAMN18559764	SRR14117528	Migration	1	1	1	1	318	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Young	Embryo	62.28333	88.96667	Russia	#31688EFF	24	2018	GCO3	17	23	#9ECAE1	MCO4	#CAB2D6	NA	ACO5	#4A1486	13.03	12	3315.53	265.8805132	133.90378	132.684564	0.990894835	20.085567	19.85711845	0.988626234
320_CO_SCC_RUS_F	Swetlana Meshcheryagina	Co-046	SAMN18559766	SRR14117525,SRR14117524	Migration	1	1	1	1	320	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Young	Blood	62.28333	88.96667	Russia	#31688EFF	24	2020	GCO3	17	23	#9ECAE1	MCO4	#CAB2D6	NA	ACO5	#4A1486	14.53	14	28.41	2.020625889	146.782778	145.765988	0.993072825	22.0174167	21.83055368	0.991512945
322_CO_SCC_RUS_M	Swetlana Meshcheryagina	513	SAMN18559768	SRR14117522,SRR14117521	Migration	1	0	1	0	322	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	M	Young	Embryo	57.58333	62.71667	Russia	#31688EFF	24	2003	GCO2	16	22	#C6DBEF	MCO1	#B15928	NA	ACO5	#4A1486	14.01	13	680.33	52.33307692	140.937754	140.10262	0.994074448	21.1406631	20.94536512	0.990761975
323_CO_SCC_RUS_M	Swetlana Meshcheryagina	514.а	SAMN18559769	SRR14117520	Migration	1	0	1	0	323	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	M	Young	Growing Feather	57.56667	62.68333	Russia	#31688EFF	24	2003	GCO2	16	22	#C6DBEF	MCO1	#B15928	NA	ACO5	#4A1486	12.78	11	541.53	46.36386986	131.596686	130.602816	0.992447606	19.7395029	19.51927086	0.988843081
324_CO_SCC_RUS_F	Swetlana Meshcheryagina	514	SAMN18559770	SRR14117604	Migration	1	1	1	1	324	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Young	Growing Feather	57.58333	62.68333	Russia	#31688EFF	24	2003	GCO2	16	22	#C6DBEF	MCO1	#B15928	NA	ACO5	#4A1486	12.65	11	336.76	29.54035088	135.800284	132.13202	0.972987803	20.3700426	19.75793474	0.969950585
327_CO_SCC_RUS_F	Swetlana Meshcheryagina	Co-039	SAMN18559773	SRR14117600	Migration	1	1	1	1	327	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Adult	Growing Feather	57.01667	61.38333	Russia	#31688EFF	24	2018	GCO2	16	22	#C6DBEF	MCO4	#CAB2D6	NA	ACO5	#4A1486	13.93	13	755.97	56.5	153.295366	152.09342	0.99215928	22.9943049	22.76398973	0.989983817
329_CO_SCC_RUS_M	Swetlana Meshcheryagina	Co-042	SAMN18559775	SRR14117597	Migration	1	0	1	0	329	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	56.83333	60.61667	Russia	#31688EFF	24	2015	GCO2	16	22	#C6DBEF	MCO4	#CAB2D6	NA	ACO5	#4A1486	13.26	12	4294.86	339.7832278	140.665816	139.601318	0.992432433	21.0998724	20.90170626	0.990608183
330_CO_SCC_RUS_F	Swetlana Meshcheryagina	Co-043	SAMN18559776	SRR14117596,SRR14117595	Released	1	1	1	1	330	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Adult	Blood	56.8	60.53333	Russia	#31688EFF	24	2020	GCO2	16	22	#C6DBEF	MCO1	#B15928	NA	ACO5	#4A1486	13.95	13	40.1	2.944199706	140.890084	139.956346	0.993372578	21.1335126	20.97170148	0.992343387
348_CO_YBW_RUS_F	Swetlana Meshcheryagina	Co-002	SAMN18559794	SRR14117545	Migration	1	1	1	0	348	ECO2	#882255	21	13	Phylloscopus inornatus	Ph. inornatus	Yellow-browed Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Embryo	54.33333	109.8	Russia	#35B779FF	24	2012	GCO4	18	24	#6BAED6	MCO4	#CAB2D6	NA	ACO5	#4A1486	10.79	10	4377.05	500.2342857	110.460944	109.90662	0.99498172	16.5691416	16.43501691	0.991905151
351_CO_YBW_RUS_M	Swetlana Meshcheryagina	Co-003	SAMN18559797	SRR14117627	Migration	1	0	1	0	351	ECO2	#882255	21	13	Phylloscopus inornatus	Ph. inornatus	Yellow-browed Warbler	Oriental cuckoo	C. optatus	24	CO	M	Young	Embryo	54.35	109.7833	Russia	#35B779FF	24	2012	GCO4	18	24	#6BAED6	MCO4	#CAB2D6	NA	ACO5	#4A1486	18.9	18	1261.06	69.25096101	192.659542	191.273196	0.992804166	28.8989313	28.64844467	0.991332322
354_CO_YBW_RUS_F	Swetlana Meshcheryagina	Co-007.3	SAMN18559800	SRR14117624	Migration	1	1	1	0	354	ECO2	#882255	21	13	Phylloscopus inornatus	Ph. inornatus	Yellow-browed Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Growing Feather	54.35	109.7833	Russia	#35B779FF	24	2012	GCO4	18	24	#6BAED6	MCO4	#CAB2D6	NA	ACO5	#4A1486	14.13	13	879.77	65.65447761	144.367882	143.297544	0.992586038	21.6551823	21.43756603	0.989950846
355_CO_YBW_RUS_F	Swetlana Meshcheryagina	Co-029	SAMN18559801	SRR14117621,SRR14117620	Migration	1	1	1	0	355	ECO2	#882255	21	13	Phylloscopus inornatus	Ph. inornatus	Yellow-browed Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Embryo	62.28333	88.95	Russia	#35B779FF	24	2018	GCO3	17	23	#9ECAE1	MCO1	#B15928	NA	ACO5	#4A1486	13.9	13	1004.06	76.70435447	141.711964	140.607374	0.992205386	21.2567946	21.04195219	0.989893001
358_CO_PLW_RUS_F	Swetlana Meshcheryagina	Co-010.2	SAMN18559804	SRR14117616	Migration	1	1	1	1	358	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Growing Feather	43.58333	131.5	Russia	#FDE725FF	24	2015	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	12.62	10	642.21	53.96722689	134.584324	132.963568	0.98795732	20.1876486	19.86684498	0.984108916
359_CO_PLW_RUS_M	Swetlana Meshcheryagina	3054	SAMN18559805	SRR14117614,SRR14117613	Migration	1	0	1	0	359	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Young	Embryo	51.21667	143.0833	Russia	#FDE725FF	24	2010	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	13.93	13	700.88	52.53973013	142.458696	141.439836	0.992848032	21.3688044	21.17767071	0.99105548
360_CO_PLW_RUS_F	Swetlana Meshcheryagina	3053	SAMN18559806	SRR14117612	Migration	1	1	1	1	360	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Young	Embryo	51.21667	143.1	Russia	#FDE725FF	24	2010	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	10.74	10	801.22	84.07345226	109.399588	108.683892	0.993457964	16.4099382	16.23807581	0.989526932
361_CO_PLW_RUS_M	Swetlana Meshcheryagina	3184/2	SAMN18559807	SRR14117611,SRR14117610	Migration	1	0	1	0	361	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Young	Embryo	51.06667	142.75	Russia	#FDE725FF	24	2011	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	13.68	13	1309.21	101.5678821	138.766982	137.88206	0.993622964	20.8150473	20.65024741	0.992082656
362_CO_PLW_RUS_F	Swetlana Meshcheryagina	3031	SAMN18559808	SRR14117609,SRR14117608	Released	1	1	1	1	362	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	48.48333	142.55	Russia	#FDE725FF	24	2010	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	13.79	12	6944.3	526.4821835	140.139856	139.002458	0.991883836	21.0209784	20.81598355	0.990248082
363_CO_PLW_RUS_M	Swetlana Meshcheryagina	416	SAMN18559809	SRR14117607	Migration	1	0	1	0	363	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Heart or Lung	44.36667	133.0167	Russia	#FDE725FF	24	2002	GCO5	19	25	#4292C6	MCO2	#FDBF6F	NA	ACO1	#F2F0F7	13.92	13	3178.57	242.2690549	145.128404	144.057408	0.992620356	21.7692606	21.56428852	0.990584334
364_CO_PLW_RUS_M	Swetlana Meshcheryagina	469	SAMN18559810	SRR14117606	Migration	1	0	1	0	364	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Heart or Lung	44.36667	133.0167	Russia	#FDE725FF	24	2002	GCO5	19	25	#4292C6	MCO3	#6A3D9A	NA	ACO1	#F2F0F7	14.59	14	4319.03	314.798105	146.763018	145.750832	0.993103263	22.0144527	21.81289447	0.990844277
365_CO_PLW_RUS_M	Swetlana Meshcheryagina	552	SAMN18559811	SRR14117723,SRR14117722	Migration	1	0	1	0	365	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Heart or Lung	44.36667	133.0167	Russia	#FDE725FF	24	2002	GCO5	19	25	#4292C6	MCO2	#FDBF6F	NA	ACO1	#F2F0F7	13.69	12	3491.01	275.7511848	140.363296	139.217514	0.991837026	21.0544944	20.79963319	0.987895163
366_CO_PLW_RUS_M	Swetlana Meshcheryagina	449	SAMN18559812	SRR14117721	Migration	1	0	1	0	366	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	44.46667	132.9333	Russia	#FDE725FF	24	2004	GCO5	19	25	#4292C6	MCO2	#FDBF6F	NA	ACO1	#F2F0F7	17.35	16	6104.72	375.6750769	187.65088	186.143504	0.991967125	28.147632	27.84877505	0.989382519
367_CO_PLW_RUS_M	Swetlana Meshcheryagina	448	SAMN18559813	SRR14117720,SRR14117719	Migration	1	0	1	0	367	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	44.46667	132.95	Russia	#FDE725FF	24	2004	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	14.28	13	9010.92	677.512782	143.397632	142.033204	0.990485003	21.5096448	21.2575888	0.988281722
368_CO_PLW_RUS_M	Swetlana Meshcheryagina	521	SAMN18559814	SRR14117718	Migration	1	0	1	0	368	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	44.46667	132.9333	Russia	#FDE725FF	24	2004	GCO5	19	25	#4292C6	MCO2	#FDBF6F	NA	ACO1	#F2F0F7	12.91	12	3562.84	291.3197056	131.208156	129.899332	0.990024827	19.6812234	19.44823972	0.988162134
369_CO_PLW_RUS_M	Swetlana Meshcheryagina	535	SAMN18559815	SRR14117717	Migration	1	0	1	0	369	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	NA	Muscle	44.46667	132.9667	Russia	#FDE725FF	24	2004	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	12.91	11	6252.26	521.8914858	131.49647	130.384972	0.991547317	19.7244705	19.50543603	0.988895293
370_CO_PLW_RUS_F	Swetlana Meshcheryagina	1264	SAMN18559816	SRR14117716	Released	1	1	1	1	370	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	44.75	132.7667	Russia	#FDE725FF	24	2005	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	10.26	9	5532.4	604.6338798	103.603382	103.012224	0.994294028	15.5405073	15.42107485	0.992314765
371_CO_PLW_RUS_M	Swetlana Meshcheryagina	512	SAMN18559817	SRR14117715	Migration	1	0	1	0	371	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Heart or Lung	43.56667	131.5	Russia	#FDE725FF	24	2003	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	10.79	10	10680.45	1159.65798	112.651222	111.75061	0.992005306	16.8976833	16.64528124	0.985062919
372_CO_PLW_RUS_M	Swetlana Meshcheryagina	509	SAMN18559818	SRR14117714	Migration	1	0	1	0	372	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	43.56667	131.5	Russia	#FDE725FF	24	2003	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	8.76	8	9960.41	1527.670245	101.855548	101.211026	0.993672195	15.2783322	14.73896758	0.964697415
373_CO_PLW_RUS_M	Swetlana Meshcheryagina	511	SAMN18559819	SRR14117712	Migration	1	0	1	0	373	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Heart or Lung	43.56667	131.5	Russia	#FDE725FF	24	2003	GCO5	19	25	#4292C6	MCO4	#CAB2D6	NA	ACO1	#F2F0F7	11.03	10	23993.92	2483.84265	118.874704	117.85218	0.991398305	17.8312056	17.57101372	0.98540806
374_CO_PLW_RUS_M	Swetlana Meshcheryagina	1550	SAMN18559820	SRR14117710	Migration	1	0	1	0	374	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	NA	Muscle	45.11667	147.9667	Russia	#FDE725FF	24	2004	GCO6	20	21	#2171B5	MCO1	#B15928	NA	ACO2	#BCBDDC	13.07	11	2370.65	190.1082598	135.343616	133.72155	0.988015201	20.3015424	20.01231837	0.985753593
376_CO_PLW_RUS_F	Swetlana Meshcheryagina	1802	SAMN18559822	SRR14117707,SRR14117706	Released	1	1	1	1	376	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	44.8	147.2333	Russia	#FDE725FF	24	2004	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO2	#BCBDDC	13.8	12	3340.02	264.2420886	145.124532	142.951598	0.985027108	21.7686798	21.34174355	0.980387591
377_CO_PLW_RUS_M	Swetlana Meshcheryagina	3131	SAMN18559823	SRR14117705,SRR14117584	Migration	1	0	1	0	377	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	47.46667	142.65	Russia	#FDE725FF	24	2011	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO3	#807DBA	13.41	12	14653.31	1140.335409	142.747912	141.649318	0.992303957	21.4121868	21.20497303	0.990322624
379_CO_PLW_RUS_F	Swetlana Meshcheryagina	1078	SAMN18559825	SRR14117581	Released	1	1	1	1	379	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	46.36667	141.8667	Russia	#FDE725FF	24	2003	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO3	#807DBA	10.98	10	5147.35	527.9333333	117.869874	117.155224	0.993936958	17.6804811	17.5099697	0.990355953
380_CO_PLW_RUS_F	Swetlana Meshcheryagina	1083	SAMN18559826	SRR14117580	Released	1	1	1	1	380	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	46.36667	141.8667	Russia	#FDE725FF	24	2003	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO3	#807DBA	11.84	11	3628.22	344.5603039	130.454348	129.58235	0.993315685	19.5681522	19.37034479	0.98989136
381_CO_PLW_RUS_F	Swetlana Meshcheryagina	2895	SAMN18559827	SRR14117579	Released	1	1	1	1	381	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	51.2	143.0667	Russia	#FDE725FF	24	2009	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	12.91	12	6938.08	569.1616079	133.72182	132.59979	0.991609223	20.058273	19.84371194	0.989303114
382_CO_PLW_RUS_F	Swetlana Meshcheryagina	2931	SAMN18559828	SRR14117578	Released	1	1	1	1	382	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	51.31667	143.2333	Russia	#FDE725FF	24	2009	GCO6	20	21	#2171B5	MCO2	#FDBF6F	NA	ACO3	#807DBA	13.04	11	2860.53	232.3744923	135.424044	134.000608	0.989489045	20.3136066	20.0515561	0.987099755
383_CO_PLW_RUS_M	Swetlana Meshcheryagina	2817	SAMN18559829	SRR14117575,SRR14117574	Migration	1	0	1	0	383	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	51.08333	143	Russia	#FDE725FF	24	2009	GCO6	20	21	#2171B5	MCO4	#CAB2D6	NA	ACO3	#807DBA	14.54	13	16064.27	1174.288743	148.558646	147.521066	0.993015688	22.2837969	22.07502743	0.990631333
384_CO_PLW_RUS_M	Swetlana Meshcheryagina	3113	SAMN18559830	SRR14117573	Migration	1	0	1	0	384	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	49.1	142.9167	Russia	#FDE725FF	24	2011	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO3	#807DBA	13.11	12	10019.27	811.9343598	134.063548	132.813004	0.990672006	20.1095322	19.88260024	0.988715204
385_CO_PLW_RUS_M	Swetlana Meshcheryagina	1375	SAMN18559831	SRR14117572	Migration	1	0	1	0	385	ECO4	#999999	23	15	Phylloscopus proregulus	Ph. proregulus	Pallas's Leaf Warbler	Oriental cuckoo	C. optatus	24	CO	M	NA	Muscle	49.1	142.8167	Russia	#FDE725FF	24	2003	GCO6	20	21	#2171B5	MCO3	#6A3D9A	NA	ACO3	#807DBA	14.88	13	2468.75	177.7357811	158.71665	157.285102	0.99098048	23.8074975	23.51898976	0.987881643
388_CO_SCC_RUS_M	Swetlana Meshcheryagina	Co-050	SAMN18559834	SRR14117566	Migration	1	0	1	0	388	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	M	Adult	Muscle	57.56667	62.7	Russia	#31688EFF	24	2020	GCO2	16	22	#C6DBEF	MCO4	#CAB2D6	NA	ACO5	#4A1486	13.78	13	12051.94	908.8944193	143.145114	142.093902	0.992656319	21.4717671	21.28063937	0.991098649
390_CO_SCC_RUS_M	Swetlana Meshcheryagina	Co-051	SAMN18559836	SRR14117683,SRR14117682	Migration	1	0	1	0	390	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	M	Young	Blood	56.81667	60.6	Russia	#31688EFF	24	2020	GCO2	16	22	#C6DBEF	MCO1	#B15928	NA	ACO5	#4A1486	13.65	13	136.22	10.16567164	140.678966	139.608248	0.992388926	21.1018449	20.91608029	0.99119676
400_CO_SCC_RUS_F	Swetlana Meshcheryagina	1183	SAMN18559846	SRR14117667	Released	1	1	1	1	400	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	56.18333	51.33333	Russia	#31688EFF	24	2003	GCO1	15	21	#EFF3FF	MCO1	#B15928	NA	ACO5	#4A1486	10.57	9	749.27	81.00216216	112.467256	111.24832	0.989161859	16.8700884	16.6105148	0.984613383
401_CO_SCC_RUS_F	Swetlana Meshcheryagina	1182	SAMN18559847	SRR14117665	Released	1	1	1	1	401	ECO1	#CC79A7	23	12	Phylloscopus collybita tristis	Ph. collybita tristis	Siberian Chiffchaff	Oriental cuckoo	C. optatus	24	CO	F	Adult	Muscle	56.18333	51.33333	Russia	#31688EFF	24	2003	GCO1	15	21	#EFF3FF	MCO1	#B15928	NA	ACO5	#4A1486	9.82	9	1440.36	180.045	100.800252	100.017058	0.992230238	15.1200378	14.83400717	0.981082678
